State Code,FIPS County Code,County Name,Metal Level,Issuer Name,HIOS Issuer ID,Plan ID (Standard Component),Plan Marketing Name,Standardized Plan Option,Plan Type,Rating Area,Child Only Offering,Source,Customer Service Phone Number Local,Customer Service Phone Number Toll Free,Customer Service Phone Number TTY,Network URL,Plan Brochure URL,Summary of Benefits URL,Drug Formulary URL,Adult Dental ,Child Dental ,EHB Percent of Total Premium,Premium Scenarios,Premium Child Age 0-14,Premium Child Age 18,Premium Adult Individual Age 21,Premium Adult Individual Age 27,Premium Adult Individual Age 30 ,Premium Adult Individual Age 40 ,Premium Adult Individual Age 50 ,Premium Adult Individual Age 60 ,Premium Couple 21  ,Premium Couple 30 ,Premium Couple 40 ,Premium Couple 50 ,Premium Couple 60 ,"Couple+1 child, Age 21","Couple+1 child, Age 30 ","Couple+1 child, Age 40 ","Couple+1 child, Age 50 ","Couple+2 children, Age 21","Couple+2 children, Age 30 ","Couple+2 children, Age 40 ","Couple+2 children, Age 50","Couple+3 or more Children, Age 21","Couple+3 or more Children, Age 30","Couple+3 or more Children, Age 40","Couple+3 or more Children, Age 50","Individual+1 child, Age 21","Individual+1 child, Age 30","Individual+1 child, Age 40","Individual+1 child, Age 50","Individual+2 children, Age 21","Individual+2 children, Age 30","Individual+2 children, Age 40","Individual+2 children, Age 50","Individual+3 or more children, Age 21","Individual+3 or more children, Age 30","Individual+3 or more children, Age 40","Individual+3 or more children, Age 50",Standard Plan Cost Sharing,Medical Deductible - Individual - Standard,Drug Deductible - Individual - Standard,Medical Deductible - Family - Standard,Drug Deductible - Family - Standard,Medical Deductible - Family (Per Person) - Standard,Drug Deductible - Family (Per Person) - Standard,Medical Maximum Out Of Pocket - Individual - Standard,Drug Maximum Out Of Pocket - Individual - Standard,Medical Maximum Out Of Pocket - Family - Standard,Drug Maximum Out Of Pocket - Family - Standard,Medical Maximum Out Of Pocket - Family (Per Person) - Standard,Drug Maximum Out Of Pocket - Family (Per Person) - Standard,Primary Care Physician - Standard,Specialist - Standard,Emergency Room - Standard,Inpatient Facility - Standard,Inpatient Physician - Standard,Generic Drugs - Standard,Preferred Brand Drugs - Standard,Non-preferred Brand Drugs - Standard,Specialty Drugs - Standard,73 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - Individual - 73 Percent,Drug Deductible - Individual - 73 Percent,Medical Deductible - Family - 73 Percent,Drug Deductible - Family - 73 Percent,Medical Deductible - Family (Per Person) - 73 Percent,Drug Deductible - Family (Per Person) - 73 Percent,Medical Maximum Out Of Pocket - Individual - 73 Percent,Drug Maximum Out Of Pocket - Individual - 73 Percent,Medical Maximum Out Of Pocket - Family - 73 Percent,Drug Maximum Out Of Pocket - Family - 73 Percent,Medical Maximum Out Of Pocket - Family (Per Person) - 73 Percent,Drug Maximum Out Of Pocket - Family (Per Person) - 73 Percent,Primary Care Physician - 73 Percent,Specialist - 73 Percent,Emergency Room - 73 Percent,Inpatient Facility - 73 Percent,Inpatient Physician - 73 Percent,Generic Drugs - 73 Percent,Preferred Brand Drugs - 73 Percent,Non-preferred Brand Drugs - 73 Percent,Specialty Drugs - 73 Percent,87 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - Individual - 87 Percent,Drug Deductible - Individual - 87 Percent,Medical Deductible - Family - 87 Percent,Drug Deductible - Family - 87 Percent,Medical Deductible - Family (Per Person) - 87 Percent,Drug Deductible - Family (Per Person) - 87 Percent,Medical Maximum Out Of Pocket - Individual - 87 Percent,Drug Maximum Out Of Pocket - Individual - 87 Percent,Medical Maximum Out Of Pocket - Family - 87 Percent,Drug Maximum Out Of Pocket - Family - 87 Percent,Medical Maximum Out Of Pocket - Family (Per Person) - 87 Percent,Drug Maximum Out Of Pocket - Family (Per Person) - 87 Percent,Primary Care Physician - 87 Percent,Specialist - 87 Percent,Emergency Room - 87 Percent,Inpatient Facility - 87 Percent,Inpatient Physician - 87 Percent,Generic Drugs - 87 Percent,Preferred Brand Drugs - 87 Percent,Non-preferred Brand Drugs - 87 Percent,Specialty Drugs - 87 Percent,94 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - Individual - 94 Percent,Drug Deductible - Individual - 94 Percent,Medical Deductible - Family - 94 Percent,Drug Deductible - Family - 94 Percent,Medical Deductible - Family (Per Person) - 94 Percent,Drug Deductible - Family (Per Person) - 94 Percent,Medical Maximum Out Of Pocket -individual - 94 Percent,Drug Maximum Out Of Pocket - individual - 94 Percent,Medical Maximum Out Of Pocket - family - 94 Percent,Drug Maximum Out Of Pocket - Family  - 94 Percent,Medical Maximum Out Of Pocket - Family (Per Person) - 94 Percent,Drug Maximum Out Of Pocket - Family (Per Person) - 94 Percent,Primary Care Physician - 94 Percent,Specialist - 94 Percent,Emergency Room - 94 Percent,Inpatient Facility - 94 Percent,Inpatient Physician - 94 Percent,Generic Drugs - 94 Percent,Preferred Brand Drugs - 94 Percent,Non-preferred Brand Drugs - 94 Percent,Specialty Drugs - 94 Percent,,
OH,39017,Butler,Expanded Bronze,MedMutual,99969,99969OH0080097,Market HMO 7000 HSA - Southern Ohio,Not Applicable,HMO,Rating Area 4,Allows Adult and Child-Only,SERFF,1-888-308-0357,1-888-308-0357,,https://providersearch.medmutual.com/,,https://mybrokerlink.com/api/sitecore/Content/GetSbc?mmi=005002064000000000&groupNumber=ACA_ON,https://www.medmutual.com/-/media/6CFFD12E9AED45A0A7E1E7428F2A1920.ashx,,X,100.00%,,216.2,258.03,282.62,296.19,320.77,361.19,504.76,767.03,565.24,641.54,722.38,1009.52,1534.06,781.44,857.74,938.58,1225.72,997.64,1073.94,1154.78,1441.92,1213.84,1290.14,1370.98,1658.12,498.82,536.97,577.39,720.96,715.02,753.17,793.59,937.16,931.22,969.37,1009.79,1153.36,,"$7,000",Included in Medical,"$14,000",Included in Medical,"$7,000",Included in Medical,"$7,000",Included in Medical,"$14,000",Included in Medical,"$7,000",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39017,Butler,Bronze,MedMutual,99969,99969OH0080098,Market HMO 9100 - Southern Ohio,Not Applicable,HMO,Rating Area 4,Allows Adult and Child-Only,SERFF,1-888-308-0357,1-888-308-0357,,https://providersearch.medmutual.com/,,https://mybrokerlink.com/api/sitecore/Content/GetSbc?mmi=005002070000000000&groupNumber=ACA_ON,https://www.medmutual.com/-/media/6CFFD12E9AED45A0A7E1E7428F2A1920.ashx,,X,100.00%,,204.46,244.02,267.27,280.1,303.35,341.57,477.35,725.37,534.54,606.7,683.14,954.7,1450.74,739,811.16,887.6,1159.16,943.46,1015.62,1092.06,1363.62,1147.92,1220.08,1296.52,1568.08,471.73,507.81,546.03,681.81,676.19,712.27,750.49,886.27,880.65,916.73,954.95,1090.73,,"$9,100",Included in Medical,"$18,200",Included in Medical,"$9,100",Included in Medical,"$9,100",Included in Medical,"$18,200",Included in Medical,"$9,100",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39017,Butler,Catastrophic,MedMutual,99969,99969OH0080099,Market HMO Young Adult Essentials - Southern Ohio,Not Applicable,HMO,Rating Area 4,Allows Adult and Child-Only,SERFF,1-888-308-0357,1-888-308-0357,,https://providersearch.medmutual.com/,,https://mybrokerlink.com/api/sitecore/Content/GetSbc?mmi=005002076000000000&groupNumber=ACA_ON,https://www.medmutual.com/-/media/6CFFD12E9AED45A0A7E1E7428F2A1920.ashx,,X,100.00%,,135.03,161.16,176.51,184.99,200.34,225.58,315.25,479.06,353.02,400.68,451.16,630.5,958.12,488.05,535.71,586.19,765.53,623.08,670.74,721.22,900.56,758.11,805.77,856.25,1035.59,311.54,335.37,360.61,450.28,446.57,470.4,495.64,585.31,581.6,605.43,630.67,720.34,,"$9,100",Included in Medical,"$18,200",Included in Medical,"$9,100",Included in Medical,"$9,100",Included in Medical,"$18,200",Included in Medical,"$9,100",Included in Medical,$40,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39017,Butler,Expanded Bronze,MedMutual,99969,99969OH0080196,Market HMO Select Bronze - Southern Ohio,Not Applicable,HMO,Rating Area 4,Allows Adult and Child-Only,SERFF,1-888-308-0357,1-888-308-0357,,https://providersearch.medmutual.com/,,https://mybrokerlink.com/api/sitecore/Content/GetSbc?mmi=005002073000000000&groupNumber=ACA_ON,https://www.medmutual.com/-/media/6CFFD12E9AED45A0A7E1E7428F2A1920.ashx,,X,100.00%,,244.03,291.24,318.99,334.3,362.05,407.67,569.72,865.74,637.98,724.1,815.34,1139.44,1731.48,882.01,968.13,1059.37,1383.47,1126.04,1212.16,1303.4,1627.5,1370.07,1456.19,1547.43,1871.53,563.02,606.08,651.7,813.75,807.05,850.11,895.73,1057.78,1051.08,1094.14,1139.76,1301.81,,$0,"$5,500",$0,"$11,000",$0,"$5,500","$9,100",Included in Medical,"$18,200",Included in Medical,"$9,100",Included in Medical,$50,$90,"$2,000",$3000 Copay per Day,$200,No Charge,$200,50% Coinsurance after deductible,50% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39017,Butler,Silver,MedMutual,99969,99969OH0080254,Market HMO Select Silver - Southern Ohio,Not Applicable,HMO,Rating Area 4,Allows Adult and Child-Only,SERFF,1-888-308-0357,1-888-308-0357,,https://providersearch.medmutual.com/,,https://mybrokerlink.com/api/sitecore/Content/GetSbc?mmi=005002058000000000&groupNumber=ACA_ON,https://www.medmutual.com/-/media/6CFFD12E9AED45A0A7E1E7428F2A1920.ashx,,X,100.00%,,305.29,364.35,399.07,418.23,452.95,510.01,712.74,1083.08,798.14,905.9,1020.02,1425.48,2166.16,1103.43,1211.19,1325.31,1730.77,1408.72,1516.48,1630.6,2036.06,1714.01,1821.77,1935.89,2341.35,704.36,758.24,815.3,1018.03,1009.65,1063.53,1120.59,1323.32,1314.94,1368.82,1425.88,1628.61,,$0,"$4,000",$0,"$8,000",$0,"$4,000","$8,250",Included in Medical,"$16,500",Included in Medical,"$8,250",Included in Medical,$25,$70,"$1,000",$2500 Copay per Day,$200,No Charge,$200,50% Coinsurance after deductible,50% Coinsurance after deductible,,$0,"$2,300",$0,"$4,600",$0,"$2,300","$7,250",Included in Medical,"$14,500",Included in Medical,"$7,250",Included in Medical,$25,$70,$750,$1500 Copay per Day,$200,No Charge,$100,50% Coinsurance after deductible,50% Coinsurance after deductible,,$0,$600,$0,"$1,200",$0,$600,"$2,300",Included in Medical,"$4,600",Included in Medical,"$2,300",Included in Medical,$10,$25,$300,$300 Copay per Day,$200,No Charge,$60,50% Coinsurance after deductible,50% Coinsurance after deductible,,$0,$100,$0,$200,$0,$100,$800,Included in Medical,"$1,600",Included in Medical,$800,Included in Medical,$5,$10,$200,$200 Copay per Day,$100,No Charge,$50,50% Coinsurance after deductible,50% Coinsurance after deductible,,
OH,39017,Butler,Expanded Bronze,MedMutual,99969,99969OH0080255,Market HMO 8000 - Southern Ohio,Not Applicable,HMO,Rating Area 4,Allows Adult and Child-Only,SERFF,1-888-308-0357,1-888-308-0357,,https://providersearch.medmutual.com/,,https://mybrokerlink.com/api/sitecore/Content/GetSbc?mmi=005002067000000000&groupNumber=ACA_ON,https://www.medmutual.com/-/media/6CFFD12E9AED45A0A7E1E7428F2A1920.ashx,,X,100.00%,,207.27,247.37,270.94,283.95,307.52,346.26,483.9,735.34,541.88,615.04,692.52,967.8,1470.68,749.15,822.31,899.79,1175.07,956.42,1029.58,1107.06,1382.34,1163.69,1236.85,1314.33,1589.61,478.21,514.79,553.53,691.17,685.48,722.06,760.8,898.44,892.75,929.33,968.07,1105.71,,"$8,000",Included in Medical,"$16,000",Included in Medical,"$8,000",Included in Medical,"$9,100",Included in Medical,"$18,200",Included in Medical,"$9,100",Included in Medical,$40,$80,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,No Charge,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39017,Butler,Gold,MedMutual,99969,99969OH0080353,Market HMO 2500 - Southern Ohio,Not Applicable,HMO,Rating Area 4,Allows Adult and Child-Only,SERFF,1-888-308-0357,1-888-308-0357,,https://providersearch.medmutual.com/,,https://mybrokerlink.com/api/sitecore/Content/GetSbc?mmi=005002037000000000&groupNumber=ACA_ON,https://www.medmutual.com/-/media/6CFFD12E9AED45A0A7E1E7428F2A1920.ashx,,X,100.00%,,378.29,451.48,494.5,518.24,561.26,631.97,883.18,1342.08,989,1122.52,1263.94,1766.36,2684.16,1367.29,1500.81,1642.23,2144.65,1745.58,1879.1,2020.52,2522.94,2123.87,2257.39,2398.81,2901.23,872.79,939.55,1010.26,1261.47,1251.08,1317.84,1388.55,1639.76,1629.37,1696.13,1766.84,2018.05,,"$2,500",$0,"$5,000",$0,"$2,500",$0,"$5,750",Included in Medical,"$11,500",Included in Medical,"$5,750",Included in Medical,$25,$50,$250,25% Coinsurance after deductible,25% Coinsurance after deductible,No Charge,$40,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39017,Butler,Gold,MedMutual,99969,99969OH0080376,Market HMO Standard Gold - Southern Ohio,Design 1,HMO,Rating Area 4,Allows Adult and Child-Only,SERFF,1-888-308-0357,1-888-308-0357,,https://providersearch.medmutual.com/,,https://mybrokerlink.com/api/sitecore/Content/GetSbc?mmi=005002077000000000&groupNumber=ACA_ON,https://www.medmutual.com/-/media/6CFFD12E9AED45A0A7E1E7428F2A1920.ashx,,X,100.00%,,363.74,434.12,475.48,498.31,539.67,607.67,849.21,1290.46,950.96,1079.34,1215.34,1698.42,2580.92,1314.7,1443.08,1579.08,2062.16,1678.44,1806.82,1942.82,2425.9,2042.18,2170.56,2306.56,2789.64,839.22,903.41,971.41,1212.95,1202.96,1267.15,1335.15,1576.69,1566.7,1630.89,1698.89,1940.43,,"$2,000",Included in Medical,"$4,000",Included in Medical,"$2,000",Included in Medical,"$8,700",Included in Medical,"$17,400",Included in Medical,"$8,700",Included in Medical,$30,$60,25% Coinsurance after deductible,25% Coinsurance after deductible,25% Coinsurance after deductible,$15,$30,$60,$250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39017,Butler,Silver,MedMutual,99969,99969OH0080377,Market HMO Standard Silver - Southern Ohio,Design 1,HMO,Rating Area 4,Allows Adult and Child-Only,SERFF,1-888-308-0357,1-888-308-0357,,https://providersearch.medmutual.com/,,https://mybrokerlink.com/api/sitecore/Content/GetSbc?mmi=005002080000000000&groupNumber=ACA_ON,https://www.medmutual.com/-/media/6CFFD12E9AED45A0A7E1E7428F2A1920.ashx,,X,100.00%,,281.81,336.33,368.37,386.06,418.1,470.78,657.92,999.77,736.74,836.2,941.56,1315.84,1999.54,1018.55,1118.01,1223.37,1597.65,1300.36,1399.82,1505.18,1879.46,1582.17,1681.63,1786.99,2161.27,650.18,699.91,752.59,939.73,931.99,981.72,1034.4,1221.54,1213.8,1263.53,1316.21,1503.35,,"$5,800",Included in Medical,"$11,600",Included in Medical,"$5,800",Included in Medical,"$8,900",Included in Medical,"$17,800",Included in Medical,"$8,900",Included in Medical,$40,$80,40% Coinsurance after deductible,40% Coinsurance after deductible,40% Coinsurance after deductible,$20,$40,$80 Copay after deductible,$350 Copay after deductible,,"$5,700",Included in Medical,"$11,400",Included in Medical,"$5,700",Included in Medical,"$7,200",Included in Medical,"$14,400",Included in Medical,"$7,200",Included in Medical,$30,$60,40% Coinsurance after deductible,40% Coinsurance after deductible,40% Coinsurance after deductible,$20,$40,$80 Copay after deductible,$350 Copay after deductible,,$800,Included in Medical,"$1,600",Included in Medical,$800,Included in Medical,"$3,000",Included in Medical,"$6,000",Included in Medical,"$3,000",Included in Medical,$20,$40,30% Coinsurance after deductible,30% Coinsurance after deductible,30% Coinsurance after deductible,$10,$20,$60 Copay after deductible,$250 Copay after deductible,,$0,Included in Medical,$0,Included in Medical,$0,Included in Medical,"$1,700",Included in Medical,"$3,400",Included in Medical,"$1,700",Included in Medical,No Charge,$10,25%,25%,25%,No Charge,$15,$50,$150,,
OH,39017,Butler,Expanded Bronze,MedMutual,99969,99969OH0080378,Market HMO Standard Expanded Bronze - Southern Ohio,Design 1,HMO,Rating Area 4,Allows Adult and Child-Only,SERFF,1-888-308-0357,1-888-308-0357,,https://providersearch.medmutual.com/,,https://mybrokerlink.com/api/sitecore/Content/GetSbc?mmi=005002086000000000&groupNumber=ACA_ON,https://www.medmutual.com/-/media/6CFFD12E9AED45A0A7E1E7428F2A1920.ashx,,X,100.00%,,221.31,264.13,289.29,303.18,328.35,369.72,516.68,785.14,578.58,656.7,739.44,1033.36,1570.28,799.89,878.01,960.75,1254.67,1021.2,1099.32,1182.06,1475.98,1242.51,1320.63,1403.37,1697.29,510.6,549.66,591.03,737.99,731.91,770.97,812.34,959.3,953.22,992.28,1033.65,1180.61,,"$7,500",Included in Medical,"$15,000",Included in Medical,"$7,500",Included in Medical,"$9,000",Included in Medical,"$18,000",Included in Medical,"$9,000",Included in Medical,$50,$100,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,$25,$50 Copay after deductible,$100 Copay after deductible,$500 Copay after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39017,Butler,Bronze,MedMutual,99969,99969OH0080379,Market HMO Standard Bronze - Southern Ohio,Design 1,HMO,Rating Area 4,Allows Adult and Child-Only,SERFF,1-888-308-0357,1-888-308-0357,,https://providersearch.medmutual.com/,,https://mybrokerlink.com/api/sitecore/Content/GetSbc?mmi=005002087000000000&groupNumber=ACA_ON,https://www.medmutual.com/-/media/6CFFD12E9AED45A0A7E1E7428F2A1920.ashx,,X,100.00%,,207.02,247.07,270.61,283.6,307.14,345.84,483.31,734.43,541.22,614.28,691.68,966.62,1468.86,748.24,821.3,898.7,1173.64,955.26,1028.32,1105.72,1380.66,1162.28,1235.34,1312.74,1587.68,477.63,514.16,552.86,690.33,684.65,721.18,759.88,897.35,891.67,928.2,966.9,1104.37,,"$9,100",Included in Medical,"$18,200",Included in Medical,"$9,100",Included in Medical,"$9,100",Included in Medical,"$18,200",Included in Medical,"$9,100",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39019,Carroll,Expanded Bronze,AultCare Insurance Company,28162,28162OH0060008,AultCare Bronze 5750 No Pediatric Dental,Not Applicable,PPO,Rating Area 15,Allows Adult and Child-Only,SERFF,1-330-363-6360,1-800-344-8858,1-171-1-,https://directory.aultcare.com/directory/PPO,https://sso.aultcare.com/z/f/api/file/CMS/document?filename=brochure6082023.pdf,https://sso.aultcare.com/z/f/api/file/CMS/document?filename=SBC6082023.pdf,https://sso.aultcare.com/z/f/api/file/CMS/document?filename=acformulary2023.pdf,,,100.00%,,331.73,395.91,433.65,454.45,492.18,554.19,774.48,1176.9,867.3,984.36,1108.38,1548.96,2353.8,1199.03,1316.09,1440.11,1880.69,1530.76,1647.82,1771.84,2212.42,1862.49,1979.55,2103.57,2544.15,765.38,823.91,885.92,1106.21,1097.11,1155.64,1217.65,1437.94,1428.84,1487.37,1549.38,1769.67,,"$5,750",Included in Medical,"$11,500",Included in Medical,"$5,750",Included in Medical,"$7,000",Included in Medical,"$14,000",Included in Medical,"$7,000",Included in Medical,35% Coinsurance after deductible,35% Coinsurance after deductible,35% Coinsurance after deductible,35% Coinsurance after deductible,35% Coinsurance after deductible,35% Coinsurance after deductible,35% Coinsurance after deductible,35% Coinsurance after deductible,35% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39019,Carroll,Silver,AultCare Insurance Company,28162,28162OH0060011,AultCare Silver 5000 No Pediatric Dental,Not Applicable,PPO,Rating Area 15,Allows Adult and Child-Only,SERFF,1-330-363-6360,1-800-344-8858,1-171-1-,https://directory.aultcare.com/directory/PPO,https://sso.aultcare.com/z/f/api/file/CMS/document?filename=brochure6112023.pdf,https://sso.aultcare.com/z/f/api/file/CMS/document?filename=SBC6112023.pdf,https://sso.aultcare.com/z/f/api/file/CMS/document?filename=acformulary2023.pdf,,,100.00%,,412.17,491.91,538.79,564.65,611.52,688.57,962.27,1462.27,1077.58,1223.04,1377.14,1924.54,2924.54,1489.75,1635.21,1789.31,2336.71,1901.92,2047.38,2201.48,2748.88,2314.09,2459.55,2613.65,3161.05,950.96,1023.69,1100.74,1374.44,1363.13,1435.86,1512.91,1786.61,1775.3,1848.03,1925.08,2198.78,,"$5,000",$0,"$10,000",$0,"$5,000",$0,"$6,500",Included in Medical,"$13,000",Included in Medical,"$6,500",Included in Medical,$35 Copay with deductible,$50 Copay with deductible,40% Coinsurance after deductible,40% Coinsurance after deductible,40% Coinsurance after deductible,$10,30%,40%,50%,,"$4,800",$0,"$9,600",$0,"$4,800",$0,"$5,700",Included in Medical,"$11,400",Included in Medical,"$5,700",Included in Medical,$35 Copay with deductible,$50 Copay with deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,$10,30%,40%,50%,,"$1,250",$0,"$2,500",$0,"$1,250",$0,"$1,800",Included in Medical,"$3,600",Included in Medical,"$1,800",Included in Medical,$35 Copay with deductible,$50 Copay with deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,$10,30%,40%,50%,,$600,$0,"$1,200",$0,$600,$0,$600,Included in Medical,"$1,200",Included in Medical,$600,Included in Medical,$35 Copay with deductible,$50 Copay with deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,$10,30%,40%,50%,,
OH,39019,Carroll,Gold,AultCare Insurance Company,28162,28162OH0060018,AultCare Gold 1100 No Pediatric Dental,Not Applicable,PPO,Rating Area 15,Allows Adult and Child-Only,SERFF,1-330-363-6360,1-800-344-8858,1-171-1-,https://directory.aultcare.com/directory/PPO,https://sso.aultcare.com/z/f/api/file/CMS/document?filename=brochure6182023.pdf,https://sso.aultcare.com/z/f/api/file/CMS/document?filename=SBC6182023.pdf,https://sso.aultcare.com/z/f/api/file/CMS/document?filename=acformulary2023.pdf,,,100.00%,,519.1,619.52,678.56,711.13,770.16,867.2,1211.9,1841.6,1357.12,1540.32,1734.4,2423.8,3683.2,1876.22,2059.42,2253.5,2942.9,2395.32,2578.52,2772.6,3462,2914.42,3097.62,3291.7,3981.1,1197.66,1289.26,1386.3,1731,1716.76,1808.36,1905.4,2250.1,2235.86,2327.46,2424.5,2769.2,,"$1,100",$0,"$2,200",$0,"$1,100",$0,"$6,900",Included in Medical,"$13,800",Included in Medical,"$6,900",Included in Medical,$25,$45,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,$10,30%,40%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39019,Carroll,Catastrophic,AultCare Insurance Company,28162,28162OH0060021,AultCare Catastrophic Select,Not Applicable,PPO,Rating Area 15,Allows Adult and Child-Only,SERFF,1-330-363-6360,1-800-344-8858,1-171-1-,https://directory.aultcare.com/directory/SELECT-PPO,https://sso.aultcare.com/z/f/api/file/CMS/document?filename=brochure6212023.pdf,https://sso.aultcare.com/z/f/api/file/CMS/document?filename=SBC6212023.pdf,https://sso.aultcare.com/z/f/api/file/CMS/document?filename=acformulary2023.pdf,,X,100.00%,,160.87,191.99,210.29,220.38,238.67,268.74,375.57,570.71,420.58,477.34,537.48,751.14,1141.42,581.45,638.21,698.35,912.01,742.32,799.08,859.22,1072.88,903.19,959.95,1020.09,1233.75,371.16,399.54,429.61,536.44,532.03,560.41,590.48,697.31,692.9,721.28,751.35,858.18,,"$9,100",Included in Medical,"$18,200",Included in Medical,"$9,100",Included in Medical,"$9,100",Included in Medical,"$18,200",Included in Medical,"$9,100",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39019,Carroll,Expanded Bronze,AultCare Insurance Company,28162,28162OH0060023,AultCare Bronze 5750 Select,Not Applicable,PPO,Rating Area 15,Allows Adult and Child-Only,SERFF,1-330-363-6360,1-800-344-8858,1-171-1-,https://directory.aultcare.com/directory/SELECT-PPO,https://sso.aultcare.com/z/f/api/file/CMS/document?filename=brochure6232023.pdf,https://sso.aultcare.com/z/f/api/file/CMS/document?filename=SBC6232023.pdf,https://sso.aultcare.com/z/f/api/file/CMS/document?filename=acformulary2023.pdf,,X,100.00%,,254.09,303.25,332.15,348.09,376.99,424.49,593.22,901.45,664.3,753.98,848.98,1186.44,1802.9,918.39,1008.07,1103.07,1440.53,1172.48,1262.16,1357.16,1694.62,1426.57,1516.25,1611.25,1948.71,586.24,631.08,678.58,847.31,840.33,885.17,932.67,1101.4,1094.42,1139.26,1186.76,1355.49,,"$5,750",Included in Medical,"$11,500",Included in Medical,"$5,750",Included in Medical,"$7,000",Included in Medical,"$14,000",Included in Medical,"$7,000",Included in Medical,35% Coinsurance after deductible,35% Coinsurance after deductible,35% Coinsurance after deductible,35% Coinsurance after deductible,35% Coinsurance after deductible,35% Coinsurance after deductible,35% Coinsurance after deductible,35% Coinsurance after deductible,35% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
